id,name,references,strong,close,total
b23961843,Private Ernest F. Martini,1,0,1,1
b24113153,Signaller Alfred Charles Gillett,1,1,0,1
b24113256,Private R. S. Penny (sic),1,0,1,1
b24113347,Lieutenant F. J. Scott,2,1,7,8
b24113372,Private H. R. Applebee,1,0,1,1
b24117274,Private B. L. Flavel,1,2,2,4
b24119490,Private Thomas Gabriel Hogan,1,1,0,1
b24119520,Private Charles Quinlivan,1,1,0,1
b24119532,Second-Lieutenant J. J. A. Younger,2,2,3,5
b24120169,Private E. A. Masters,2,1,6,7
b24120170,Lieutenant John William Maunsell,1,1,0,1
b24120182,Gunner G. D. Fordyce,1,1,0,1
b24120194,Private Frederick Gilbert,1,2,1,3
b24120339,Sergeant Keith St. Clair Gale,1,1,0,1
b24120340,Corporal C. A. Manuel,1,1,0,1
b24120376,Wallace Arthur Tweedie,1,1,0,1
b24120388,Sergeant-Major William J. P. Carr,1,1,1,2
b2412039x,Sergeant Fred P. Carr,1,1,1,2
b24120418,Driver Frederick W. Parker,1,1,2,3
b24122282,Private William Ward,1,1,5,6
b24122312,Trooper John Scott Kent,1,0,3,3
b24122336,Private William Knibbs,1,0,1,1
b24122348,Private Edmund Charles Lindner,1,0,1,1
b2412235x,George Patten,1,1,2,3
b24122373,Louis Benner,1,0,0,0
b24122385,Charles A. Twanbrook-Hall,1,0,1,1
b24122397,George Tolhurst,1,0,1,1
b24122403,Corporal Fred Townsend,1,0,1,1
b24122439,Victor Arscott,1,1,0,1
b24122476,Private Edward Bertram Andrews,1,1,1,2
b2412249x,Private J. R. Burrett,1,1,0,1
b24122518,Horace Baker,1,1,0,1
b24122543,John George Brett,1,1,0,1
b24124552,Frank Brown,1,1,3,4
b24124564,Private Alfred J. Bell,1,1,7,8
b24124588,Private Sydney Gordon Barber,1,1,2,3
b2412459x,Lieutenant William Aubrey Coward,1,1,0,1
b2412462x,Lance-Corporal William Ross Capper,1,1,0,1
b24124631,Arthur D. Doris,1,1,2,3
b24124655,Private Edgar J. Elleway,1,1,0,1
b24124667,Private Willie Grigg,1,0,0,0
b24124692,Sergeant Jack Gill,1,1,1,2
b24124710,Private W. H. Hill,1,1,29,30
b24124746,Signaller Bob McBeath,1,1,0,1
b24125696,Private V. G. McDonald,1,1,4,5
b24125726,Mel Miller,1,1,1,2
b2412574x,Private Duncan McDougall,1,1,0,1
b24125763,Private E. J. Nicholson,1,1,0,1
b24125787,Lew Napper,1,0,0,0
b24125829,Jack Neary,1,1,0,1
b2412588x,William Horace Gladstone Osborn,2,1,2,3
b24125908,Barney Palmer,1,1,0,1
b2412591x,Sergeant Horace L. Page,1,1,4,5
b24125921,Private George R. Quinn,1,0,0,0
b24125933,Private Andrew Ronald,1,1,1,2
b24127681,Trooper A. M. Sharp,1,1,6,7
b24127723,Private Lionel Noel Stephens,1,1,2,3
b24127772,Dick Summers,1,1,0,1
b24127802,Private W. E. Sandercock,1,1,0,1
b24127851,Private Henry Spencer,1,1,3,4
b24127942,Sergeant Art Seaman,1,1,0,1
b24127966,Private Charles Sampson,1,1,0,1
b24127991,Private Jack Thompson,1,1,6,7
b24128028,Private Ernest Threadgold,1,1,0,1
b24128053,Private R. B. Taylor,1,1,5,6
b24128089,Private Kenneth Wigglesworth,1,1,0,1
b24128119,F. H. Weaver,1,1,0,1
b2412820x,Louis M. Winton,1,1,1,2
b24128867,Sergeant S. L. Wald,1,1,1,2
b24128910,Private Albert Robert Ween,1,1,0,1
b24129033,Harry J. Woods,1,1,4,5
b24129082,Corporal R. N. Varcoe,2,1,0,1
b24129094,Corporal G. A. Dunne,1,1,0,1
b24129124,Private F. Anderson,1,1,7,8
b24129173,Private A. R. H. Kruger,1,0,0,0
b24129197,Private E. Little,1,0,22,22
b24129227,Private G. Ramsay,1,0,1,1
b24129288,Private G. H. Donald,1,1,5,6
b24129355,Lance-Corporal J. Kermode].,1,1,0,1
b24129392,Sergeant R. T. Humphries,1,1,2,3
b2412946x,Private Ernest Delo,5,5,1,6
b24273144,Sergeant Leslie K. T. Fry,1,1,2,3
b2427317x,Lance-Corporal Walter V. Wright,1,1,3,4
b24273181,Quartermaster-Sergeant W. T. Arnold,1,1,1,2
b24273193,Private F. J. A. Tregoweth,1,1,0,1
b2427320x,Lieutenant W. H. Green,1,1,10,11
b24273211,Warrant-Officer D. C. Butterworth,1,1,0,1
b24273235,Bombardier H. J. Schultz,1,1,0,1
b24273247,Temporary Lieutenant-Colonel John Newman,1,1,2,3
b24277861,Private R. J. Johnsson,1,1,0,1
b24277885,Signaller Horace Applebee,1,1,0,1
b24279110,Lieutenant Alexander Wald,2,1,2,3
b24279122,Christopher Charles Withy,1,1,0,1
b2427916x,Private Errol Atkinson,1,1,1,2
b24279171,Private Sarsfield Andrews,1,1,0,1
b24279195,Gunner Arthur Bodholdt,1,1,0,1
b24279213,John Cyril Barrett,1,1,1,2
b24279225,Private William J. Biglands,1,1,0,1
b24279237,Private J. Bell,2,1,12,13
b24279638,Private Ascott Harrold Bickford,1,1,0,1
b2427964x,Private Albert Edward Baldry,1,0,0,0
b24279663,Private Cecil Ernest Bartlett,1,1,0,1
b24279687,Private Ralph Bradey,3,2,1,3
b24279729,Corporal L. W. Carr,1,1,0,1
b24279730,Private Elliot Clarke,1,1,2,3
b24279778,Private W. J. Clark,1,1,4,5
b2427981x,Sapper A. F. Calder,1,1,0,1
b24279870,Private Frederick Cahill,1,0,0,0
b24279900,Corporal Thomas Alan Coats,1,1,0,1
b24279936,Private Harold Cummings,1,0,1,1
b24281219,Edward Conway,1,1,0,1
b24281220,Private Harold Cameron,1,1,0,1
b24281232,Lance-Corporal Eric C. Dawes,2,1,0,1
b24281244,Corporal Gordon Wilson Dyer,1,1,1,2
b24281268,Angus Dornuof (sic),1,0,0,0
b2428127x,Sergeant Cato Dearlove,1,1,0,1
b24281281,Private William C. H. Dening,1,1,0,1
b24281293,Private Oliver Dunstan,1,1,0,1
b2428130x,Private Frederick Drever,1,0,0,0
b24287635,Private David Douglas,2,2,5,7
b24287647,Private Herbert R. Eastwood,1,1,1,2
b24287672,Private Hubert Ellis,1,1,2,3
b24287696,Lance-Corporal Jack Eckert,1,1,0,1
b24287702,Private G. Thomas Fidge,2,2,0,2
b24287714,Private Frederick T. Fisk,1,1,0,1
b2428774x,Private Robert Foggo,1,1,0,1
b24287751,Private Cecil Roy Ford,2,2,3,5
b24287775,Private Clarence Freeman,1,1,1,2
b24287829,Private D. M. Forbes,1,1,2,3
b24287830,Private Owen Gard,1,1,0,1
b24287854,Private Herbert G. Goodsell,1,1,0,1
b24287866,Private Harold George,1,1,5,6
b24287878,Private Wilfred Gooley,1,1,0,1
b24287891,Private A. M. Hatcher,1,1,0,1
b24287908,Temporary Corporal Owen Hawkes,1,1,1,2
b24291857,Corporal William Holliday,1,0,2,2
b24291894,Lieutenant Edwin Campbell Johnson,2,1,11,12
b24291900,Private Arthur Harold Jackson,1,0,2,2
b24291924,Private Reginald Kennedy,2,0,4,4
b24291936,Private Sidney Kennedy,2,0,4,4
b24291948,Private Walter Kidd,2,0,2,2
b2429195x,Lance-Corporal George Kelly,1,0,4,4
b24291961,Corporal A. A. D. Knight,1,0,2,2
b24291973,Private P. Lewis,1,0,9,9
b24291985,Private E. S. Ling,1,0,3,3
b24291997,Private L. H. Lynch,1,0,3,3
b2429200x,Private J. F. Larwood,1,0,1,1
b24292011,Staff Sergeant Ernest Llewellyn,1,0,1,1
b24292023,Private Frederick Last,1,0,7,7
b24292035,Private C. F. T. Langley,1,0,1,1
b24292047,James Albert Lydeamore,1,0,0,0
b24292102,Private Frank J. Lester,1,0,1,1
b24292114,Walter Leonard,1,0,3,3
b24292138,Private Clem Moore,1,0,2,2
b2429214x,Alfred Hassell Munro,1,0,0,0
b24292163,Private Clarence McGuinness,1,0,1,1
b24292175,George Kenneth McLeod,1,0,1,1
b24292187,Len Maher,1,0,1,1
b24292199,Sergeant Clarence E. Moritz,1,0,1,1
b24292205,Private Clem T. McKay,1,0,4,4
b24292217,Sergeant Colin Neil McArthur,1,0,1,1
b24292230,Gunner Lionel Nelson,1,0,2,2
b24292242,Private F. R. Pomery,1,0,1,1
b24292254,Private Eric Alan Prest,1,0,1,1
b24292266,Private Gregory Perez,1,0,1,1
b24292278,Private Percival Poyzer,1,0,1,1
b2429228x,Private G. G. Pridham,1,0,1,1
b2429231x,Private Arthur Price,1,0,5,5
b24292321,Private Laurence Edmonds Pearce,1,0,3,3
b24292345,Private Archibald Pengel,1,0,1,1
b24292357,Frank Perry,1,0,3,3
b24292369,Sergeant Vyvyan H. Richards,1,0,3,3
b24292370,Gunner Harry S. Richards,1,0,3,3
b24292382,Private Edward Richardson,2,1,10,11
b24292400,Lance-Corporal Edgar Reich,1,0,1,1
b24292424,Driver James J. Smallacombe,1,0,2,2
b24295218,Private W. A. E. Smith,2,0,36,36
b2429522x,Private Frederick Stanley Sheffield,1,0,1,1
b24295231,Private John Smith,1,0,9,9
b24295243,Sergeant H. R. Spurritt,1,0,1,1
b24295280,Private Albert Thiele,1,0,1,1
b24295334,Private Wilfred Arthur Taylor,1,0,1,1
b24295346,Lance-Corporal Clarence Tidswell,1,0,1,1
b24295358,Private Charles Roy White,1,1,8,9
b2429536x,Private J. A. White,1,1,30,31
b24295383,Corporal Arthur Menzies Wilsdon,1,0,0,0
b24295395,Private L. J. Welsh,1,0,1,1
b24295401,Lance-Corporal Bert Wilson,1,0,2,2
b24295425,Private W. A. Leslie,1,1,5,6
b2443596x,Private F. Saunders,1,0,1,1
b24435995,Private C. E. Bartsch,1,1,0,1
b24436161,Third Engineer G. P. Ledan,1,1,0,1
b24436240,Sapper Victor A. Tucker,3,3,2,5
b24436306,Lance-Corporal A. E. Moore,2,2,4,6
b24436318,Corporal Gillen W. Allen,2,3,12,15
b2443632x,Sergeant H. A. Trezona,1,1,0,1
b24436409,Corporal George W. D. Bampton,1,1,0,1
b24436458,Fred W. Appleby,1,1,0,1
b24436471,Major George Martin,1,1,5,6
b24436501,Corporal John F. Doswell,1,1,0,1
b24436513,Private Leslie McNeil Carraill,4,3,0,3
b24436525,Private Leslie H. Broadbent,2,2,0,2
b24436549,Sapper E. Kelly,1,1,5,6
b24436574,Private Geoffrey Cave,1,1,0,1
b24436604,Private Archie Milhinch,4,2,0,2
b24436628,Private T. A. Brooks,3,2,7,9
b24436641,Private Edwin W. Barnes,3,3,10,13
b24438807,Private John Stirling Bowden,1,1,1,2
b24438819,Private F. L. Vertue,1,1,0,1
b24438881,Private Thomas William Rivett,1,1,1,2
b24438947,Private Murray McGough,1,1,0,1
b24438996,Sergeant Alfred Richard Gibbons,1,1,0,1
b24439058,Private Hubert Steele,1,1,0,1
b24439526,Gunner F. E. Coxon,2,1,2,3
b24439538,Private Frank Crane,2,1,0,1
b24439551,Bob Dellow,1,0,1,1
b24439563,Signaller A. Dixon,3,2,2,4
b24439575,Corporal Frank Stewart Ellison,1,0,0,0
b24439587,Private E. L. G. Harvey,1,0,5,5
b24439678,Private Hammond O. Jones,2,1,15,16
b24439691,Private Fred W. Jones,2,0,18,18
b24439708,Private Hurtle Leighton,2,0,1,1
b2443971x,Lance-Corporal Norman Arthur Lamming,1,0,1,1
b24439733,Private A. G. Livingston,1,0,1,1
b24439770,Private Hartley M. Oborn,2,0,2,2
b24440991,Lieutenant H. L. Place,2,0,69,69
b24441016,Private Alan Randall,2,0,1,1
b24441028,Private Vivian L. Robinson,2,0,10,10
b24441077,Private Oswald Rudolph,2,0,2,2
b24441144,Private Sidney P. Scott,2,0,7,7
b24441156,Private Horace Stringer,3,1,2,3
b24441168,Private P. E. Williams,2,0,28,28
b24441181,Corporal Reginald Wilfred Williams,1,0,3,3
b2444120x,Hurtle H. White,1,0,18,18
b24441223,Corporal H. T. Watson,1,0,0,0
b24441260,Private H. T. (sic) Bailey,1,1,0,1
b24441302,Private R. G. Hodges,1,1,2,3
b24441326,Robert Mounsey,1,1,0,1
b24441338,Private Albert Leo Tester,1,1,0,1
b2444134x,Lieutenant A. D. White,1,2,11,13
b24441387,Private W. Clifford G. Walter,1,1,5,6
b24441399,Sergeant-Major William R. Young,1,3,19,22
b24441417,Gunner Douglas Fotheringham,1,1,0,1
b24442355,Private Alfred E. Lyall,2,2,1,3
b24442410,Private John Stewart Tucker,1,1,1,2
b24442586,Private R. L. H. Virgin,2,2,0,2
b24442628,Private J. M. Oatey,4,4,1,5
b24442689,Sergeant Lloyd M. V. Thomas,1,1,14,15
b2444277x,A South Australian aviator,1,1,0,1
b24442847,A prisoner in Germany,1,1,8,9
b24442896,The speaker's son fights,1,1,0,1
b24442926,Eustace R. Allen,1,1,6,7
b24443001,Another airman,1,1,0,1
b24443025,Private William Roy Briggs,1,1,0,1
b24443049,Private Albert E. Bottomley,2,2,0,2
b24443074,Private William Baker,1,1,1,2
b24443761,A South Australian airman,1,1,0,1
b24443803,Corporal Leslie Raymond (Ray) Pellew,2,2,0,2
b24443827,Private Edward Alfred Wolff,2,3,0,3
b24443840,Private J. M. Ferguson,1,3,1,4
b2444389x,Second Lieutenant Elwin Bruce Olifent,1,2,0,2
b24443918,Private John P. Searle,1,1,0,1
b24443967,Private A. J. Baird,1,1,0,1
b24443992,Bombardier Charles Blesing,1,1,0,1
b24444030,Private Glen Roy Bates,1,1,2,3
b24444066,Lieutenant Oswald Crick,1,1,0,1
b2444408x,Private W. J. Clasohm,1,1,0,1
b24444091,Private Percy Champion,1,1,0,1
b2444411x,Private Arthur Cornelius,1,1,0,1
b24444133,Private Edward Cairns,1,1,1,2
b24444261,Private Gerald Campion,1,1,1,2
b24444285,Lance-Corporal R. Coghill,1,0,0,0
b24444297,Private Albert Thomas Coward,1,1,0,1
b24444303,Sergeant Cecil Cooper,1,1,1,2
b24444315,Albert Duffield,1,1,1,2
b24444327,Corporal Alfred G. Dixon,1,1,0,1
b24444340,Wallace Douglas,1,1,1,2
b24444364,Lance-Corporal G. W. Davis,1,1,5,6
b24444376,Private J. H. Eriksson,1,1,0,1
b2444442x,Corporal Peter Edwards,1,1,2,3
b24444443,Melbourne E. Eager,2,2,1,3
b2444456x,Private Roy Ferguson,1,1,1,2
b24444571,Private Gordon Thomas Gee,1,1,0,1
b24444583,Private Ted Green,1,1,4,5
b24445046,Gunner W. Hoy,1,2,2,4
b24445083,Walter Fred Morcom,1,1,0,1
b24445216,Edward Burgoyne,1,0,0,0
b24445265,Private Hero Aloysius Boylan,2,3,0,3
b24445290,Lieutenant Frederick Taylor Measday,1,2,0,2
b24445320,Lance Corporal John E. Gilford,2,2,0,2
b24445381,Corporal Clarence Hallard Page,2,3,2,5
b24445423,Frederick George William Osborn,1,1,1,2
b24445459,Private David Charles McDonald,1,2,2,4
b24445472,Private Andrew Hacket,2,2,0,2
b24445538,Captain Elwyn Gould,1,0,1,1
b2444554x,Private T. H. Bowyer,1,0,0,0
b24445575,Private H. Hampton,1,0,1,1
b24445605,Corporal J. N. Hendry,1,0,1,1
b24445642,Private Leslie E. Tucker,1,1,4,5
b24445666,Lieutenant T. H. Howden,1,0,1,1
b24445733,Private Frank R. Burdon,1,1,0,1
b24445812,Sapper Barton B. Owens,1,1,1,2
b24446324,Percy Howell,1,0,0,0
b24446361,Clarence Melvin Humphrys,1,0,1,1
b24446397,Private Percival Heffernan (sic),1,0,0,0
b24446440,Private Laurie Inglis,2,1,2,3
b24446452,Jim Jury,1,0,1,1
b24446622,Sergeant Arthur J. Napier,1,1,1,2
b24446671,Private J. Carter,1,1,4,5
b2444702x,George Reginald Jones,1,0,3,3
b24447043,Thomas Arthur Jones,1,0,4,4
b24447080,Sergeant Arthur A. Jacobs,1,0,2,2
b24447122,Driver W. Kenny,1,0,2,2
b24447183,Private John Lawrence Lenihan,1,0,0,0
b24447225,Private James P. Larkin,1,0,1,1
b24447249,Corporal Albert Lock,1,0,1,1
b24447250,Private Stephen Regnold Fenwick,1,1,0,1
b24447316,Reginald Leak,1,0,1,1
b24447328,Private George John Millwood,1,0,1,1
b2444733x,Private Lyle John Merrett,1,0,1,1
b24447547,Private Henry T. Merrett,1,0,1,1
b24447559,Private John James (sic) Meotti,2,1,1,2
b24447560,Private W. McMillan,1,0,3,3
b24447584,Private James McNamara,1,0,1,1
b24447596,Private M. Moran,1,0,1,1
b24447614,Private Albert Neall,1,0,1,1
b24447626,Private William Neil,1,0,1,1
b24447638,Lieutenant Studley Organ,1,0,1,1
b2444764x,Corporal W. R. O'Neill,1,0,3,3
b24447651,Edward Pascoe,1,0,1,1
b24447663,David Pascoe,1,0,1,1
b2444778x,Lance-Sergeant Melville Pilgrim,1,0,2,2
b24447791,Lance-Corporal Cecil Pudney,2,0,2,2
b24447808,Driver Claude M. Perry,1,0,2,2
b2444781x,Private Herman Robins Rundle,1,0,2,2
b2444800x,Private Rolly Riebe,1,0,1,1
b24448023,Private A. J. Richardson,1,0,4,4
b24448059,Corporal Edward Croy Robertson,1,0,3,3
b24448060,Lieutenant A. N. Rae,1,0,1,1
b24448084,Sergeant William Henry Royals,1,0,1,1
b24448126,Private Thomas William Rivett,1,0,1,1
b24448151,Captain Frederick George Sims,1,0,3,3
b24448242,Private J. D. Sutherland,1,0,1,1
b2444828x,Private A. P. Shaw,1,0,3,3
b24448308,Lance-Corporal Charles Reginald Sparks,1,0,1,1
b24448497,Signaller Leslie Stratton,1,0,0,0
b24448503,Private A. W. Shillabeer,1,0,2,2
b24448515,Major A. Steele,1,0,2,2
b24448527,Private Ken L. Scott,1,0,3,3
b24448539,Seymour Thomas,1,0,2,2
b24448540,Frederick Arthur Taylor,1,0,2,2
b24448552,Private Ewald Thiele,1,0,1,1
b24448576,Private T. Tobin,1,0,2,2
b24448588,Company Sergeant-Major Horace J. Townley,1,0,1,1
b2444859x,Private William Herbert Vawser,2,0,2,2
b24448989,H. E. J. Wright,1,0,5,5
b24449015,Spencer G. Welfare,1,0,2,2
b24449052,Lieutenant D'Arcy Walsh,1,0,2,2
b24449064,Lance-Corporal Jack Williamson,1,0,2,2
b24449076,Sapper Brisbane Wakefield,1,0,1,1
b24449088,William Welch,1,0,2,2
b24449222,Private J. C. Kenihan,1,0,0,0
b24449258,Private Walter Charles Manser,1,1,0,1
b24449283,Private Harold John Wortley,1,1,0,1
b24449295,Ernest Bone,1,1,0,1
b24449313,Private Edward Charles Short,3,4,22,26
b24449325,Private Arthur E. Shipley,2,2,2,4
b24449349,Private John Green,1,1,6,7
b24449350,Sergeant W. J. Holden,1,1,1,2
b24449362,Private Maxwell Beckett Pearce,1,2,2,4
b24449374,Corporal George Dowell,2,1,2,3
b24449386,Private Clifford Jacobs,2,2,1,3
b24449416,Sergeant H. C. Fitzgibbon,1,1,0,1
b24449465,Private Ernest Miller,4,3,15,18
b24449489,Private William Henry Day,1,1,24,25
b24449519,Corporal P. J. Worby,3,3,1,4
b24449532,Lieutenant Ernest Battye,2,1,1,2
b24449696,Corporal George E. Macklin,1,1,0,1
b24449702,Private Roy R. Kneale,2,2,0,2
b24449714,Private John Robert Sherwood,1,1,0,1
b24449726,Private Cyril James Thompson,2,2,5,7
b24449763,Private Malcolm A. Smith,1,1,6,7
b24449775,Private James J. McCauley,1,1,0,1
b24449799,Private Harold Frederick Illman,2,2,1,3
b24449805,Private John Martin,2,1,13,14
b24449817,Private Harry Brokenshire,3,3,0,3
b24449829,Private Clifford Arnold Wall,2,3,7,10
b24449842,Private C. E. Natt,1,1,0,1
b24449854,Corporal William Patrick Picker,2,3,1,4
b24449878,Lieutenant-Colonel James Campbell Johnson,2,2,5,7
b2444991x,Percy Charles Burrows,2,1,2,3
b24449933,Lieutenant John Hughes,1,1,1,2
b24449945,Lieutenant Theo Harold Schulze,1,1,1,2
b24449957,Corporal George Thomas Easther,2,1,1,2
b24449970,Sergeant-Major Joseph William Smith,2,2,21,23
b24450236,Herbert Bray,1,0,1,1
b24450261,Sergeant C. Frank S. Ellery,2,1,1,2
b24450273,Hubert Leslie Fry,1,0,1,1
b24450297,Private J. B. Francis,2,2,5,7
b24450303,Thomas Walter Fidge,1,0,2,2
b24450340,Private W. A. Gibbs,3,1,12,13
b24450522,Private O. H. Howard,2,0,17,17
b24450534,V. A. R. Hurcomb,2,0,1,1
b24450546,Thomas Walter Jones,1,0,5,5
b2445056x,Private A. J. Johansson,1,0,1,1
b24450601,Lance-Corporal Wilfred Garrett,2,1,1,2
b24450613,Corporal Horace Munt,1,0,1,1
b24450662,Private Hugh McMutrie,2,0,0,0
b24450716,Benno Nerlich,2,0,1,1
b24450765,Private Arthur Philbey,1,0,1,1
b24450832,Gunner G. F. Richardson,1,0,4,4
b24450856,Private R. Spackman,1,0,0,0
b24450868,Private L. R. Scriven,3,1,1,2
b2445087x,Private Richard Stasinowsky,2,0,0,0
b24450881,Sergeant L. N. Walton,2,0,3,3
b2445090x,Private Walter Williams,1,0,4,4
b24450911,David Willcox,2,0,4,4
b24450947,Private Harold William Young,1,0,13,13
b24450959,Private A. F. Harland,1,0,0,0
b24450972,Private H. W. Wiedemann,1,1,0,1
b24450984,Private T. C. Beenham,1,0,1,1
b24451009,E. R. Elliott,2,1,3,4
b24451022,Sergeant L. W. McNamara,2,1,0,1
b24451046,Private W. H. Robertson,2,3,8,11
b24451095,Lieutenant E. Angove,1,0,1,1
b24451137,Second-Lieutenant F. Sharpe,1,0,1,1
b24451149,Private J. P. Ahern,1,1,0,1
b24451150,Private Thomas Chapman,2,2,6,8
b24451174,Private A. Fidge,1,0,1,1
b24451186,Corporal W. E. Hansen,1,1,1,2
b24451204,Private F. F. Harrison,1,1,3,4
b24451216,Private G. E. Haynes,1,0,1,1
b24451228,Second Corporal W. J. Hill,1,2,21,23
b2445123x,Private S. A. Lee,1,0,2,2
b24451265,Private J. G. McMahon,1,1,1,2
b24451277,Private R. H. Pitt,1,1,5,6
b24451289,Private T. E. L. Rhue,1,1,0,1
b24451290,Private J.P. Ryan,1,1,1,2
b24451307,Private F. D. C. South,1,3,33,36
b24451496,Private Frank Frerichs,2,3,0,3
b24451502,Signaller Charles R. G. Steer,1,1,3,4
b24451526,Captain E. A. Warren,1,2,1,3
b24452087,Private Alexander Ellis,1,1,1,2
b24452099,Sergeant C. A. Williams,2,4,25,29
b24452105,Gunner E. J. Wyly,1,1,0,1
b24452117,Sapper E. Wallace,1,1,5,6
b24452142,Private A. E. Bray,2,3,4,7
b24452191,Private L. Videon,1,1,0,1
b24452294,Sergeant James Athol Carey,2,1,1,2
b24452749,Private H. J. Davies,1,0,2,2
b24452750,Private F. Bennett,1,1,6,7
b24452762,Lance-Corporal J. L. Dodd,1,1,2,3
b24452774,Driver A. E. Johnson,1,1,4,5
b24452798,Private W. L. Dobson,1,1,1,2
b24452816,Private W. H. Davis,2,2,10,12
b24452828,Private G. A. C. Thatcher,1,1,0,1
b24452841,Private G. J. Thomas,1,2,16,18
b24452853,Private A. T. Brown,1,2,13,15
b24452865,Lieutenant John R. Sommerville,3,2,0,2
b24452877,Private C. R. Seinemeier,1,0,0,0
b24452889,Lieutenant Blackburn's gallantry,1,1,0,1
b24452890,A brave bombardier,1,1,0,1
b24452907,Captain James Churchill-Smith,1,1,0,1
b24453171,Sapper B. Adams,1,1,1,2
b24453195,Private R. J. Batty,1,1,0,1
b24453201,Private Herman Boehm,1,1,0,1
b24453225,Gunner H. A. Bruce,1,1,1,2
b24453249,Private Eric Bleechmore,1,0,1,1
b24453250,Private C. S. Burton,1,1,3,4
b24453298,Private Kingsley Bidgood,1,1,0,1
b24453316,Private Allan Beard,1,1,0,1
b24453328,Private Edward Stanislaus Crowe,1,1,0,1
b2445333x,Private Leslie G. Cosgrove,1,1,0,1
b24453353,Archie Craig,1,1,0,1
b24453377,Private Harold Herbert Cugley,1,1,0,1
b24453389,Private Edwin J. Clarke (sic),1,0,0,0
b24453420,Private E. A. Cameron,1,1,3,4
b24453444,Private E. Collins,1,1,3,4
b24453511,Private Merl Chapman,1,1,0,1
b24453523,Gunner George Lucas Drennan,1,1,0,1
b24453547,Private Richard John Darley,1,1,0,1
b24453572,Private Charles Dalton,1,1,0,1
b24453626,Private Frederick William Olney Dingle,1,1,0,1
b24453638,Private Charles Sylvester Ellis,1,1,1,2
b2445364x,Lance-Corporal W. C. F. Eyles,1,1,0,1
b24453651,Private Charles Ferguson,1,1,0,1
b24453663,Edgar Colin Ambrose Fairbairn,1,1,0,1
b24453675,Gunner J. Eric Gabrielson,1,1,0,1
b24453699,Private Leslie James Galloway,1,0,1,1
b24453717,Private G. Alfred Gerhardy,1,0,1,1
b24453729,Sergeant A. R. Gibbons,1,0,2,2
b24453742,Gunner W. J. Hoy,1,0,5,5
b24453754,Corporal Herbert Hetzel,1,0,1,1
b24453766,Private Thomas Lawrence Hefron,1,0,1,1
b24453778,Sergeant Jack Hood,1,0,1,1
b24453882,Private Arthur Hollow,1,0,1,1
b24453894,Graham Lapthorne,1,0,1,1
b24453900,Lance-Corporal Fred Leahy,1,0,1,1
b24453912,Private Fred Lunn,1,0,1,1
b24453936,Corporal P. M. (Paddy) McCarthy,1,0,1,1
b24453948,Private A. G. (Bert) Macnamara,1,0,0,0
b2445395x,Private A. McLean,2,0,3,3
b24453973,Private Fred Martin,2,1,14,15
b24453985,Private Frank Myers,1,0,1,1
b24453997,Sergeant-Major V. W. Mossop,1,0,1,1
b2445400x,Private Alan Milhinch,1,0,0,0
b24454011,Private W. F. Morcom,1,0,1,1
b24454023,Private Hurtle Marshman,1,0,1,1
b24594659,Lieutenant Reginald W. Rees,1,2,0,2
b24594660,Signaller Arthur Hamilton,1,2,1,3
b24594672,Private Walter Bernard Juttner,1,2,0,2
b24594696,Private George F. H. Webb,2,4,4,8
b24594714,Private J. R. Dyster,1,2,0,2
b24594805,Lance-Corporal G. H. Merrett,1,0,1,1
b24594830,Private A. G. Millican,1,0,1,1
b24594854,Private A. Nicholson,1,0,1,1
b24594866,Private Lewis Northcott,1,0,1,1
b24594878,Lance-Corporal J. D. Nankivell,1,0,1,1
b2459488x,Charles Nash,2,1,1,2
b24594891,Private J. M. Oatey,1,0,1,1
b24594908,Private Edmond Grant Penton,1,0,1,1
b2459491x,Private Eugene A. O'Sullivan,1,0,1,1
b24594921,Private Harold Keith Page,1,0,1,1
b24595081,Sergeant George Batt,1,2,0,2
b2459510x,Lance Corporal James Anderson Ligertwood,2,2,0,2
b24595123,Private J. S. Alexander,2,2,15,17
b24595135,Lieutenant Reginald Ernest Forwood,3,2,2,4
b24595147,Private W. H. (Harry) Kirk,1,1,3,4
b24595159,Private James Marshall,1,1,1,2
b24595172,Private Albert Charles Carson,1,1,0,1
b24595196,Private W. A. Baker,1,1,7,8
b24595202,Thomas Low (sic),1,0,1,1
b24595214,Alexander McKenzie,1,0,1,1
b24595226,Private C. H. (Harry) Baylis,1,1,0,1
b24595263,Lieutenant Colonel Dollman,1,1,0,1
b24595275,Provost-Sergeant A. R. Coombe,1,1,2,3
b24595469,Private C. H. North,1,2,45,47
b24595603,Corporal H. Brimage,1,1,0,1
b24595652,Private E. M. Ryan,1,1,3,4
b24595664,"Captain Blackburn, V.C., visits his old school",1,1,19,20
b24595676,Private Frank T. U. Winter,1,2,5,7
b24595688,Private Harry Short,1,2,6,8
b2459569x,Private Frank Haylock,1,2,0,2
b24595718,Fitter Hector Harvey,1,1,0,1
b2459572x,Private R. L. (Dick) Gare,1,2,0,2
b24595755,Private William Pengilly,1,0,1,1
b24595767,Private Stan Patterson,1,0,1,1
b24595792,Machine-Gunner Hurtle Richardson,2,1,9,10
b24595858,Sergeant William G. Robertson,1,0,3,3
b2459586x,Corporal Gordon Rinder,1,0,1,1
b24595895,Sinclair Rosie,1,0,1,1
b24595901,Private W. W. R. Southwood,1,0,1,1
b24595913,Don Searle,1,0,0,0
b24595925,Private Bert Schemmell,1,0,1,1
